,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP1_chr26,HAP1_chr27,HAP1_chr28,HAP1_chr29,HAP1_chr30,HAP1_chr31,HAP1_chr32,HAP1_chr33,HAP1_chr34,HAP1_chr35,HAP1_chr36,HAP1_chr37,HAP1_chr38,HAP1_chr39,HAP1_chr40,HAP1_chr41,HAP1_chr42,HAP1_chr43,HAP1_chr44,HAP1_chr45,HAP1_chr46,HAP1_chr47,HAP1_chr48,HAP1_chr49,HAP1_chr50,HAP1_chr51,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP2_chr26,HAP2_chr27,HAP2_chr28,HAP2_chr29,HAP2_chr30,HAP2_chr31,HAP2_chr32,HAP2_chr33,HAP2_chr34,HAP2_chr35,HAP2_chr36,HAP2_chr37,HAP2_chr38,HAP2_chr39,HAP2_chr40,HAP2_chr41,HAP2_chr42,HAP2_chr43,HAP2_chr44,HAP2_chr45,HAP2_chr46,HAP2_chr47,HAP2_chr48,HAP2_chr49,HAP2_chr50,HAP2_chr51
HAP2_chr23,0.118106,0.116747,0.111046,0.115170,0.109825,0.113133,0.113318,0.113473,0.107830,0.113680,0.112004,0.106839,0.071423,0.108496,0.105781,0.106600,0.108894,0.112053,0.111165,0.112997,0.110290,0.111187,0.000081,0.111246,0.110881,0.114722,0.110619,0.110931,0.106216,0.110496,0.107875,0.106971,0.102799,0.101695,0.115263,0.111402,0.106670,0.111749,0.108641,0.113066,0.112918,0.109028,0.098628,0.108808,0.107824,0.107923,0.098694,0.107897,0.109051,0.110678,0.108908,0.118097,0.116748,0.111085,0.115189,0.109707,0.113136,0.113346,0.113508,0.107877,0.113663,0.112024,0.106950,0.071414,0.109050,0.105758,0.106501,0.109488,0.112074,0.111162,0.113041,0.110440,0.111157,0.000000,0.111275,0.110972,0.114729,0.110688,0.110421,0.106707,0.113026,0.108039,0.107281,0.102802,0.101698,0.115234,0.111417,0.106897,0.111790,0.108655,0.112983,0.112929,0.109447,0.098688,0.109582,0.107585,0.107603,0.098421,0.109312,0.109947,0.110941,0.110001
HAP2_chr24,0.109302,0.107070,0.118256,0.104053,0.117122,0.095616,0.101940,0.102304,0.113438,0.102573,0.100662,0.112560,0.099117,0.114193,0.102221,0.113083,0.114922,0.101239,0.100559,0.095596,0.099986,0.100315,0.111160,0.000203,0.116281,0.103906,0.100603,0.116259,0.110873,0.115043,0.115063,0.113955,0.099560,0.099061,0.104223,0.099125,0.112083,0.099806,0.114903,0.100633,0.100038,0.069041,0.112268,0.105783,0.112939,0.113683,0.113654,0.112592,0.114134,0.115852,0.113821,0.109293,0.107070,0.118346,0.104094,0.116864,0.095628,0.101987,0.102337,0.113510,0.102660,0.100661,0.112664,0.099173,0.114974,0.102208,0.112963,0.115818,0.101264,0.100562,0.095648,0.100096,0.100303,0.111275,0.000000,0.116409,0.103913,0.100691,0.115925,0.111358,0.117676,0.115249,0.114282,0.099564,0.099074,0.104208,0.099171,0.112252,0.099864,0.114828,0.100493,0.100055,0.069072,0.112310,0.106264,0.112742,0.113423,0.113408,0.114256,0.114976,0.116121,0.115038
HAP2_chr25,0.125707,0.124768,0.118828,0.122335,0.117134,0.119165,0.119679,0.118198,0.113357,0.104854,0.118411,0.111787,0.118414,0.113335,0.111516,0.111923,0.098915,0.116975,0.117763,0.117261,0.115972,0.117073,0.110872,0.116398,0.000075,0.064406,0.114711,0.113115,0.110839,0.094010,0.112421,0.112087,0.117163,0.115752,0.104735,0.115763,0.109709,0.115850,0.112752,0.117430,0.116602,0.111626,0.111640,0.112224,0.109943,0.110837,0.112810,0.111789,0.111732,0.112682,0.112351,0.125694,0.124773,0.118929,0.122350,0.116980,0.119175,0.119720,0.118225,0.113397,0.104917,0.118406,0.111889,0.118463,0.113870,0.111547,0.111845,0.099124,0.117002,0.117767,0.117383,0.116190,0.117048,0.110972,0.116409,0.000000,0.064409,0.114794,0.112958,0.111345,0.101131,0.112514,0.112349,0.117166,0.115746,0.104717,0.115862,0.109878,0.115892,0.112682,0.117409,0.116625,0.111844,0.111620,0.113046,0.109758,0.110427,0.112409,0.112991,0.112513,0.112916,0.113465
HAP2_chr26,0.113173,0.111115,0.121308,0.108611,0.119795,0.106516,0.106612,0.106380,0.116766,0.095403,0.105273,0.115452,0.104593,0.117202,0.115220,0.115830,0.102213,0.105481,0.105014,0.105240,0.103970,0.104240,0.114652,0.103896,0.064420,0.000013,0.104646,0.117767,0.114979,0.104849,0.117089,0.115968,0.104656,0.103868,0.097081,0.103414,0.114684,0.103767,0.117686,0.105060,0.104605,0.117155,0.116465,0.117189,0.116839,0.116071,0.117306,0.116569,0.116444,0.117968,0.117531,0.113159,0.111142,0.121351,0.108588,0.119619,0.106520,0.106613,0.106396,0.116799,0.095407,0.105276,0.115496,0.104633,0.117625,0.115227,0.115768,0.102505,0.105518,0.105015,0.105271,0.104058,0.104245,0.114729,0.103913,0.064409,0.000000,0.104719,0.117549,0.115108,0.106003,0.117306,0.116200,0.104663,0.103867,0.097066,0.103448,0.114755,0.103816,0.117600,0.105015,0.104606,0.117394,0.116467,0.117782,0.116757,0.116056,0.117159,0.117787,0.116965,0.118139,0.118547
HAP2_chr27,0.111004,0.108652,0.118129,0.106591,0.116886,0.101118,0.103603,0.104168,0.113720,0.103505,0.102120,0.111920,0.100862,0.113934,0.111946,0.112612,0.113825,0.093721,0.102111,0.102486,0.101015,0.100048,0.110609,0.100683,0.114704,0.104711,0.000081,0.102068,0.109799,0.114503,0.113729,0.112852,0.100975,0.100196,0.104392,0.099338,0.068842,0.099229,0.112459,0.101488,0.094755,0.113396,0.111541,0.113592,0.112382,0.111312,0.111994,0.111710,0.112693,0.105411,0.112031,0.110998,0.108644,0.118205,0.106635,0.116711,0.101141,0.103663,0.104196,0.113766,0.103577,0.102120,0.112035,0.100896,0.114590,0.111985,0.112505,0.114685,0.093747,0.102112,0.102513,0.101155,0.100024,0.110688,0.100691,0.114794,0.104719,0.000000,0.101894,0.110253,0.116673,0.113948,0.113154,0.100978,0.100209,0.104341,0.099420,0.068838,0.099403,0.112453,0.101403,0.094746,0.113675,0.111448,0.114243,0.112274,0.111088,0.111805,0.113146,0.113462,0.105562,0.113103
HAP2_chr28,0.123951,0.121874,0.116859,0.120574,0.115504,0.118378,0.118334,0.117467,0.111962,0.116700,0.117058,0.110534,0.115847,0.112546,0.110463,0.110316,0.111466,0.063829,0.116329,0.116167,0.114754,0.115312,0.110285,0.115904,0.112864,0.117528,0.101843,0.000706,0.110736,0.111844,0.111872,0.111193,0.116359,0.116118,0.117788,0.115978,0.097976,0.115698,0.112240,0.116970,0.103981,0.111918,0.111655,0.111216,0.111900,0.111606,0.112111,0.112032,0.112320,0.100771,0.112855,0.123945,0.121901,0.116927,0.120574,0.115419,0.118376,0.118384,0.117507,0.112069,0.116772,0.117073,0.110592,0.115892,0.113153,0.110436,0.110222,0.111987,0.063809,0.116305,0.116238,0.114898,0.115316,0.110421,0.115925,0.112958,0.117549,0.101894,0.000000,0.110957,0.113685,0.111958,0.111368,0.116362,0.116128,0.117775,0.116033,0.098068,0.115779,0.112236,0.116951,0.103995,0.112136,0.111721,0.111950,0.111782,0.111334,0.111783,0.113351,0.113030,0.100922,0.113834
HAP2_chr29,0.126506,0.123777,0.118979,0.114987,0.116901,0.117457,0.117089,0.116706,0.111256,0.116937,0.115333,0.109611,0.113341,0.111122,0.108300,0.109308,0.111327,0.108617,0.113357,0.113893,0.101986,0.111998,0.106520,0.111387,0.111204,0.115109,0.110166,0.111143,0.000549,0.108482,0.108554,0.097966,0.110824,0.109984,0.114733,0.072315,0.104372,0.109651,0.108269,0.110698,0.110928,0.107987,0.101457,0.105680,0.105487,0.105451,0.105654,0.103388,0.098033,0.107487,0.103745,0.126491,0.123763,0.119159,0.115033,0.116619,0.117457,0.117132,0.116745,0.111366,0.116961,0.115332,0.109798,0.113391,0.112079,0.108147,0.109134,0.112283,0.108659,0.113351,0.114060,0.102104,0.111966,0.106707,0.111358,0.111345,0.115108,0.110253,0.110957,0.000000,0.110380,0.108782,0.098216,0.110826,0.109989,0.114727,0.072299,0.104547,0.109687,0.108187,0.110677,0.110952,0.108345,0.101541,0.106762,0.105274,0.105189,0.105241,0.105400,0.098876,0.107776,0.105075
HAP2_chr30,0.132259,0.130045,0.124263,0.126962,0.121891,0.124135,0.123193,0.122065,0.116473,0.107385,0.121606,0.115079,0.121232,0.115431,0.114306,0.114473,0.100265,0.119180,0.120185,0.119275,0.118426,0.119044,0.112836,0.117730,0.101076,0.105988,0.116587,0.113778,0.110008,0.003217,0.113738,0.112675,0.118714,0.117966,0.064578,0.117028,0.110013,0.117001,0.112752,0.117226,0.116377,0.111375,0.111212,0.110971,0.111726,0.110568,0.111521,0.110874,0.110770,0.111149,0.111626,0.132237,0.130031,0.124475,0.126956,0.121522,0.124133,0.123219,0.122120,0.116717,0.107435,0.121599,0.115236,0.121273,0.116354,0.114172,0.114287,0.100686,0.119204,0.120180,0.119383,0.118587,0.119020,0.113026,0.117676,0.101131,0.106003,0.116673,0.113685,0.110380,0.000000,0.113852,0.112943,0.118716,0.117965,0.064583,0.117033,0.110340,0.117081,0.112743,0.117180,0.116372,0.111765,0.111301,0.112162,0.111209,0.110151,0.110747,0.112470,0.111663,0.111456,0.112878
HAP2_chr31,0.124262,0.122544,0.116609,0.120455,0.115064,0.117606,0.117798,0.116794,0.111360,0.117236,0.116606,0.109852,0.114864,0.112160,0.109371,0.110104,0.111106,0.115002,0.068089,0.108625,0.113996,0.114204,0.107938,0.115210,0.112430,0.117283,0.113866,0.112152,0.108353,0.111466,0.000176,0.109771,0.114532,0.114141,0.117020,0.113838,0.107598,0.114430,0.110022,0.103920,0.114789,0.111011,0.109204,0.110189,0.099043,0.109791,0.110745,0.099571,0.111123,0.111746,0.110506,0.124248,0.122575,0.116662,0.120469,0.114954,0.117620,0.117807,0.116836,0.111505,0.117254,0.116610,0.109973,0.114912,0.112669,0.109350,0.110010,0.111657,0.115018,0.068086,0.108622,0.114138,0.114208,0.108039,0.115249,0.112514,0.117306,0.113948,0.111958,0.108782,0.113852,0.000000,0.109997,0.114533,0.114140,0.116994,0.113861,0.107790,0.114509,0.110001,0.103847,0.114806,0.111258,0.109290,0.110954,0.098862,0.109677,0.110300,0.100365,0.112007,0.112035,0.111459
HAP2_chr32,0.123512,0.121736,0.116453,0.113592,0.114816,0.117506,0.117355,0.116924,0.111800,0.116990,0.116154,0.109807,0.115048,0.112239,0.108937,0.110129,0.110434,0.114802,0.114959,0.115758,0.067297,0.114094,0.107213,0.114267,0.112307,0.116194,0.113102,0.111712,0.098096,0.111192,0.109947,0.000112,0.114654,0.113899,0.116690,0.102445,0.108014,0.113850,0.110355,0.114457,0.114589,0.108950,0.109383,0.110169,0.109550,0.110185,0.110072,0.109772,0.097782,0.110609,0.110756,0.123507,0.121717,0.116477,0.113579,0.114737,0.117506,0.117408,0.116936,0.111832,0.116984,0.116149,0.109923,0.115082,0.112654,0.108869,0.110015,0.110908,0.114803,0.114960,0.115775,0.067190,0.114095,0.107281,0.114282,0.112349,0.116200,0.113154,0.111368,0.098216,0.112943,0.109997,0.000000,0.114655,0.113900,0.116659,0.102479,0.108129,0.113896,0.110289,0.114443,0.114606,0.109217,0.109390,0.110888,0.109479,0.110073,0.109804,0.110701,0.098250,0.110877,0.111453
HAP2_chr33,0.111842,0.109975,0.120924,0.107116,0.120285,0.104383,0.103489,0.104225,0.115370,0.104626,0.102682,0.114498,0.094026,0.115250,0.113970,0.113707,0.116486,0.103063,0.101185,0.101647,0.100974,0.100108,0.102742,0.099480,0.117052,0.104637,0.100852,0.116603,0.110438,0.116216,0.114390,0.114354,0.000012,0.093420,0.104086,0.098225,0.111431,0.099069,0.115014,0.099758,0.099610,0.114293,0.074353,0.113862,0.112353,0.112768,0.104808,0.110736,0.113380,0.115132,0.111990,0.111837,0.109996,0.121018,0.107132,0.119991,0.104409,0.103530,0.104230,0.115459,0.104577,0.102681,0.114607,0.094046,0.115978,0.113973,0.113588,0.117268,0.103080,0.101186,0.101680,0.101130,0.100102,0.102802,0.099564,0.117166,0.104663,0.100978,0.116362,0.110826,0.118716,0.114533,0.114655,0.000000,0.093417,0.104064,0.098305,0.111522,0.099086,0.114906,0.099616,0.099622,0.114547,0.074354,0.114526,0.112187,0.112553,0.104673,0.112334,0.114177,0.115370,0.113141
HAP2_chr34,0.111791,0.109309,0.120229,0.106984,0.119116,0.103405,0.103440,0.104190,0.114662,0.103826,0.101649,0.113358,0.093123,0.115284,0.112386,0.113014,0.115530,0.102333,0.100707,0.100973,0.100440,0.099677,0.101650,0.099066,0.115621,0.103857,0.100140,0.116364,0.109642,0.114923,0.113946,0.113644,0.093415,0.000047,0.103691,0.097797,0.111227,0.098984,0.114013,0.099540,0.099244,0.113257,0.104028,0.113555,0.111318,0.111738,0.073763,0.110000,0.112309,0.114110,0.111710,0.111778,0.109297,0.120301,0.107016,0.118898,0.103416,0.103471,0.104205,0.114714,0.103868,0.101646,0.113469,0.093112,0.115859,0.112308,0.112933,0.116209,0.102366,0.100712,0.101018,0.100685,0.099658,0.101698,0.099074,0.115746,0.103867,0.100209,0.116128,0.109989,0.117965,0.114140,0.113900,0.093417,0.000000,0.103663,0.097835,0.111339,0.099031,0.113994,0.099450,0.099256,0.113496,0.104019,0.114205,0.111206,0.111414,0.073746,0.111377,0.113044,0.114275,0.112748
HAP2_chr35,0.116067,0.113537,0.123996,0.111453,0.122213,0.108394,0.107895,0.107203,0.118055,0.096843,0.106402,0.117156,0.105247,0.118082,0.116680,0.116372,0.103499,0.105835,0.104863,0.104883,0.104761,0.104302,0.115169,0.104240,0.104685,0.097051,0.104285,0.118011,0.114362,0.064888,0.116850,0.116422,0.104062,0.103661,0.000032,0.102601,0.114773,0.103327,0.117284,0.104372,0.103108,0.116731,0.116031,0.116265,0.115797,0.115387,0.116666,0.113860,0.116231,0.116408,0.115884,0.116059,0.113529,0.124053,0.111458,0.122033,0.108413,0.107930,0.107241,0.118067,0.096872,0.106398,0.117201,0.105281,0.118673,0.116681,0.116288,0.103791,0.105863,0.104866,0.104930,0.104756,0.104309,0.115234,0.104208,0.104717,0.097066,0.104341,0.117775,0.114727,0.064583,0.116994,0.116659,0.104064,0.103663,0.000000,0.102622,0.114832,0.103380,0.117218,0.104308,0.103114,0.116969,0.116037,0.116780,0.115708,0.115246,0.116514,0.115087,0.116775,0.116542,0.117009
HAP2_chr36,0.112106,0.109520,0.120768,0.103426,0.119636,0.104097,0.103999,0.104093,0.115417,0.103777,0.101981,0.114007,0.100321,0.115609,0.113000,0.113576,0.115921,0.101926,0.100798,0.101859,0.092702,0.100079,0.111356,0.099168,0.115759,0.103433,0.099309,0.116257,0.072442,0.114715,0.113661,0.102297,0.098302,0.097836,0.102644,0.000046,0.110388,0.098444,0.114128,0.099589,0.098869,0.113096,0.111396,0.113021,0.111492,0.111667,0.112154,0.110391,0.103221,0.113313,0.110888,0.112094,0.109506,0.120880,0.103426,0.119328,0.104110,0.104032,0.104083,0.115451,0.103768,0.101983,0.114115,0.100352,0.116288,0.112969,0.113458,0.116714,0.101954,0.100800,0.101940,0.092719,0.100069,0.111417,0.099171,0.115862,0.103448,0.099420,0.116033,0.072299,0.117033,0.113861,0.102479,0.098305,0.097835,0.102622,0.000000,0.110488,0.098489,0.114023,0.099512,0.098886,0.113300,0.111296,0.113695,0.111465,0.111496,0.112000,0.111941,0.103764,0.113511,0.112122
HAP2_chr37,0.124652,0.122645,0.116852,0.119501,0.115035,0.117011,0.116167,0.116385,0.109710,0.116461,0.114965,0.108827,0.113900,0.110072,0.107568,0.107884,0.109993,0.101902,0.114009,0.113861,0.111722,0.112208,0.106735,0.112262,0.109745,0.114734,0.068817,0.098251,0.104157,0.108485,0.107672,0.107669,0.111518,0.111331,0.114861,0.110483,0.000167,0.111072,0.108505,0.111427,0.102571,0.107960,0.104332,0.106400,0.106299,0.105422,0.106686,0.104631,0.106992,0.100134,0.104959,0.124643,0.122631,0.117032,0.119507,0.114813,0.117010,0.116200,0.116411,0.109852,0.116461,0.114967,0.108985,0.113938,0.110942,0.107528,0.107718,0.110887,0.101900,0.114004,0.114040,0.112026,0.112169,0.106897,0.112252,0.109878,0.114755,0.068838,0.098068,0.104547,0.110340,0.107790,0.108129,0.111522,0.111339,0.114832,0.110488,0.000000,0.111127,0.108360,0.111389,0.102584,0.108348,0.104402,0.107390,0.105965,0.105157,0.106248,0.106776,0.108034,0.100430,0.106265
HAP2_chr38,0.113343,0.110609,0.122370,0.108543,0.120802,0.102497,0.104588,0.105204,0.116048,0.105298,0.102616,0.114933,0.100063,0.115922,0.113841,0.114143,0.116063,0.102548,0.101385,0.101658,0.100283,0.093125,0.111708,0.099853,0.115783,0.103806,0.099342,0.115990,0.109366,0.114870,0.114295,0.113632,0.099082,0.099033,0.103388,0.098414,0.111075,0.000082,0.104004,0.099361,0.098609,0.113994,0.111538,0.113666,0.111400,0.071748,0.112103,0.110497,0.111942,0.112671,0.104445,0.113336,0.110595,0.122499,0.108571,0.120619,0.102517,0.104628,0.105208,0.116116,0.105338,0.102630,0.115006,0.100102,0.116533,0.113793,0.114007,0.116865,0.102573,0.101356,0.101699,0.100389,0.093133,0.111790,0.099864,0.115892,0.103816,0.099403,0.115779,0.109687,0.117081,0.114509,0.113896,0.099086,0.099031,0.103380,0.098489,0.111127,0.000000,0.104019,0.099232,0.098631,0.114208,0.111530,0.114283,0.111251,0.071822,0.111972,0.112016,0.112588,0.112869,0.105370
HAP2_chr39,0.126686,0.124618,0.119134,0.123189,0.116550,0.113324,0.118998,0.118187,0.112665,0.118157,0.117112,0.111025,0.116116,0.112575,0.110301,0.110467,0.111475,0.115565,0.115917,0.116258,0.114551,0.068779,0.108491,0.114820,0.112610,0.117600,0.112405,0.112605,0.107937,0.111154,0.109919,0.110081,0.114903,0.114007,0.117220,0.113986,0.108164,0.103998,0.000199,0.114832,0.113694,0.110491,0.108071,0.109916,0.109288,0.098844,0.109489,0.107923,0.109032,0.110267,0.100052,0.126671,0.124653,0.119223,0.123207,0.116441,0.113321,0.119044,0.118227,0.112778,0.118186,0.117111,0.111140,0.116155,0.113185,0.110281,0.110403,0.112120,0.115593,0.115914,0.116347,0.114683,0.068789,0.108655,0.114828,0.112682,0.117600,0.112453,0.112236,0.108187,0.112743,0.110001,0.110289,0.114906,0.113994,0.117218,0.114023,0.108360,0.104019,0.000000,0.114809,0.113691,0.110742,0.108151,0.110757,0.109072,0.098742,0.109144,0.109073,0.109881,0.110606,0.100654
HAP2_chr40,0.114742,0.112234,0.123255,0.109697,0.121754,0.106352,0.105969,0.105943,0.116710,0.105802,0.103959,0.115309,0.102654,0.116508,0.114861,0.115320,0.116700,0.103758,0.095029,0.099038,0.101886,0.101466,0.112836,0.100497,0.117331,0.104993,0.101327,0.117033,0.110557,0.115696,0.103727,0.114158,0.099611,0.099462,0.104327,0.099438,0.111264,0.099023,0.114914,0.000145,0.100046,0.114475,0.112160,0.114104,0.071547,0.112227,0.112499,0.104067,0.112917,0.114575,0.112301,0.114730,0.112222,0.123413,0.109712,0.121470,0.106379,0.106010,0.105953,0.116813,0.105875,0.103959,0.115402,0.102686,0.117262,0.114797,0.115155,0.117568,0.103781,0.095032,0.099097,0.101978,0.101465,0.112983,0.100493,0.117409,0.105015,0.101403,0.116951,0.110677,0.117180,0.103847,0.114443,0.099616,0.099450,0.104308,0.099512,0.111389,0.099232,0.114809,0.000000,0.100066,0.114822,0.112195,0.114858,0.071568,0.111964,0.112304,0.105257,0.113831,0.114790,0.113435
HAP2_chr41,0.114558,0.112207,0.123601,0.109016,0.122093,0.105930,0.105856,0.105626,0.116869,0.105880,0.104247,0.115690,0.101702,0.116466,0.115213,0.115297,0.116914,0.094154,0.101666,0.101735,0.101414,0.101028,0.112841,0.100056,0.116498,0.104599,0.094688,0.104010,0.110681,0.114470,0.114555,0.114255,0.099613,0.099254,0.103152,0.098819,0.102578,0.098587,0.113750,0.100137,0.000044,0.114426,0.111771,0.113332,0.111862,0.112037,0.112823,0.110697,0.112798,0.069142,0.111202,0.114549,0.112199,0.123687,0.109050,0.121800,0.105943,0.105905,0.105644,0.116930,0.105915,0.104239,0.115786,0.101745,0.117183,0.115121,0.115108,0.117687,0.094175,0.101672,0.101847,0.101613,0.101022,0.112929,0.100055,0.116625,0.104606,0.094746,0.103995,0.110952,0.116372,0.114806,0.114606,0.099622,0.099256,0.103114,0.098886,0.102584,0.098631,0.113691,0.100066,0.000000,0.114725,0.111834,0.114034,0.111690,0.111715,0.112649,0.112239,0.113539,0.069180,0.112271
HAP2_chr42,0.128091,0.126050,0.120162,0.122466,0.117559,0.109047,0.119371,0.118685,0.112110,0.119185,0.117949,0.111432,0.117123,0.112513,0.100057,0.110794,0.112643,0.116872,0.117172,0.108930,0.115096,0.115628,0.109320,0.069105,0.111795,0.117370,0.113613,0.112306,0.108127,0.110720,0.111172,0.109004,0.114546,0.113487,0.116997,0.113315,0.108255,0.114186,0.110857,0.114823,0.114706,0.000187,0.108842,0.100561,0.108439,0.108972,0.109407,0.108382,0.109699,0.109868,0.110156,0.128080,0.126051,0.120219,0.122450,0.117492,0.109042,0.119382,0.118796,0.112206,0.119318,0.117949,0.111546,0.117109,0.112881,0.100104,0.110685,0.113066,0.116898,0.117166,0.108942,0.115200,0.115630,0.109447,0.069072,0.111844,0.117394,0.113675,0.112136,0.108345,0.111765,0.111258,0.109217,0.114547,0.113496,0.116969,0.113300,0.108348,0.114208,0.110742,0.114822,0.114725,0.000000,0.108892,0.101011,0.108187,0.108872,0.109098,0.109236,0.110570,0.110098,0.110808
HAP2_chr43,0.127333,0.125349,0.119232,0.122184,0.117715,0.119315,0.118209,0.117919,0.111265,0.118883,0.116369,0.110187,0.105961,0.111442,0.109033,0.109724,0.112222,0.113489,0.114828,0.115379,0.113401,0.113753,0.098537,0.112301,0.111484,0.116433,0.111372,0.111917,0.101230,0.109543,0.109163,0.109066,0.074355,0.104020,0.116069,0.111278,0.104220,0.111497,0.108222,0.112244,0.111819,0.108630,0.000121,0.107019,0.106257,0.106011,0.098737,0.103542,0.106250,0.108104,0.104622,0.127322,0.125337,0.119416,0.122200,0.117379,0.119312,0.118258,0.117956,0.111418,0.118912,0.116363,0.110391,0.105974,0.112436,0.108915,0.109534,0.113123,0.113498,0.114825,0.115495,0.113620,0.113719,0.098688,0.112310,0.111620,0.116467,0.111448,0.111721,0.101541,0.111301,0.109290,0.109390,0.074354,0.104019,0.116037,0.111296,0.104402,0.111530,0.108151,0.112195,0.111834,0.108892,0.000000,0.108113,0.105990,0.105725,0.098404,0.105301,0.107429,0.108495,0.105988
HAP2_chr44,0.130221,0.127999,0.122330,0.124925,0.120147,0.110979,0.120488,0.119990,0.114613,0.120846,0.119537,0.112867,0.117560,0.113514,0.101247,0.111439,0.113993,0.117055,0.117274,0.077842,0.116429,0.116564,0.109503,0.106287,0.112962,0.117752,0.114203,0.112109,0.106656,0.110999,0.110847,0.110660,0.114521,0.114205,0.116777,0.113677,0.107268,0.114234,0.110877,0.114858,0.114017,0.100878,0.108000,0.000387,0.108323,0.107717,0.108145,0.105686,0.108884,0.109593,0.107224,0.130206,0.127978,0.122426,0.124913,0.119957,0.110970,0.120498,0.120000,0.114654,0.120912,0.119532,0.112899,0.117555,0.113963,0.101282,0.111320,0.114448,0.117065,0.117275,0.077795,0.116519,0.116526,0.109582,0.106264,0.113046,0.117782,0.114243,0.111950,0.106762,0.112162,0.110954,0.110888,0.114526,0.114205,0.116780,0.113695,0.107390,0.114283,0.110757,0.114858,0.114034,0.101011,0.108113,0.000000,0.108175,0.107472,0.107852,0.106865,0.109579,0.109795,0.108083
HAP2_chr45,0.128611,0.126491,0.121110,0.123310,0.118790,0.120045,0.119191,0.118804,0.112622,0.119178,0.117016,0.111125,0.115816,0.112378,0.110302,0.110491,0.112801,0.115579,0.104606,0.110450,0.113681,0.113744,0.107367,0.112754,0.109614,0.116756,0.112168,0.111835,0.104811,0.109761,0.098761,0.109149,0.112188,0.111202,0.115741,0.111461,0.105622,0.111198,0.109243,0.071528,0.111664,0.107903,0.105848,0.107034,0.000200,0.105755,0.106348,0.099016,0.106461,0.107551,0.105691,0.128599,0.126494,0.121395,0.123330,0.118464,0.120041,0.119237,0.118867,0.112860,0.119215,0.117013,0.111300,0.115812,0.113421,0.110131,0.110257,0.113595,0.115621,0.104601,0.110529,0.113902,0.113704,0.107585,0.112742,0.109758,0.116757,0.112274,0.111782,0.105274,0.111209,0.098862,0.109479,0.112187,0.111206,0.115708,0.111465,0.105965,0.111251,0.109072,0.071568,0.111690,0.108187,0.105990,0.108175,0.000000,0.105316,0.105835,0.100492,0.107622,0.107857,0.106968
HAP2_chr46,0.130305,0.127256,0.121318,0.124639,0.119208,0.115995,0.120107,0.119054,0.112689,0.120108,0.117948,0.111638,0.116233,0.112292,0.110016,0.110528,0.112363,0.116024,0.115547,0.115368,0.114248,0.104699,0.107414,0.113437,0.110203,0.116060,0.111006,0.111433,0.104521,0.107345,0.109611,0.109682,0.112551,0.111413,0.115284,0.111501,0.104871,0.071839,0.098752,0.112025,0.111691,0.108535,0.105558,0.106465,0.105799,0.000590,0.106066,0.103961,0.105864,0.106988,0.097321,0.130294,0.127290,0.121489,0.124663,0.119005,0.115990,0.120150,0.119094,0.112864,0.120134,0.117929,0.111826,0.116267,0.113131,0.109871,0.110228,0.113163,0.116080,0.115538,0.115687,0.114574,0.104710,0.107603,0.113423,0.110427,0.116056,0.111088,0.111334,0.105189,0.110151,0.109677,0.110073,0.112553,0.111414,0.115246,0.111496,0.105157,0.071822,0.098742,0.111964,0.111715,0.108872,0.105725,0.107472,0.105316,0.000000,0.105530,0.105576,0.107052,0.107342,0.097921
HAP2_chr47,0.128989,0.127191,0.121082,0.123695,0.119016,0.120205,0.119661,0.119289,0.112806,0.119681,0.117635,0.111591,0.106276,0.112375,0.110003,0.110442,0.112385,0.115596,0.116198,0.115868,0.114409,0.114236,0.098245,0.113407,0.112255,0.117152,0.111707,0.111918,0.104929,0.109365,0.110189,0.109474,0.104673,0.073767,0.116551,0.112000,0.105886,0.111921,0.109210,0.112311,0.112639,0.108694,0.098305,0.106542,0.106263,0.105749,0.000312,0.104721,0.106479,0.108535,0.105331,0.128979,0.127174,0.121333,0.123705,0.118681,0.120206,0.119708,0.119345,0.112969,0.119733,0.117633,0.111842,0.106300,0.113539,0.109921,0.110215,0.113428,0.115611,0.116190,0.115921,0.114669,0.114222,0.098421,0.113408,0.112409,0.117159,0.111805,0.111783,0.105241,0.110747,0.110300,0.109804,0.104673,0.073746,0.116514,0.112000,0.106248,0.111972,0.109144,0.112304,0.112649,0.109098,0.098404,0.107852,0.105835,0.105530,0.000000,0.106812,0.107738,0.108933,0.106601
