,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP3_chr01,HAP3_chr02,HAP3_chr03,HAP3_chr04,HAP3_chr05,HAP3_chr06,HAP3_chr07,HAP3_chr08,HAP3_chr09,HAP3_chr10,HAP3_chr11,HAP3_chr12,HAP3_chr13,HAP3_chr14,HAP3_chr15,HAP3_chr16,HAP3_chr17,HAP3_chr18,HAP3_chr19,HAP3_chr20,HAP3_chr21,HAP3_chr23,HAP3_chr24,HAP3_chr25,HAP4_chr01,HAP4_chr02,HAP4_chr03,HAP4_chr04,HAP4_chr05,HAP4_chr06,HAP4_chr07,HAP4_chr08,HAP4_chr09,HAP4_chr10,HAP4_chr11,HAP4_chr12,HAP4_chr13,HAP4_chr14,HAP4_chr15,HAP4_chr16,HAP4_chr17,HAP4_chr18,HAP4_chr19,HAP4_chr20,HAP4_chr21,HAP4_chr23,HAP4_chr24,HAP4_chr25
HAP4_chr03,0.115220,0.117469,0.018354,0.122140,0.114353,0.122662,0.118430,0.127347,0.120061,0.113953,0.118060,0.120192,0.121261,0.125643,0.123292,0.119532,0.125759,0.118656,0.114824,0.123781,0.119548,0.111359,0.127651,0.129541,0.121135,0.113022,0.118172,0.016341,0.123051,0.113748,0.122761,0.116496,0.126885,0.120098,0.123013,0.118028,0.118459,0.116020,0.122315,0.123650,0.118939,0.125891,0.115764,0.113984,0.124415,0.119523,0.110913,0.124124,0.129128,0.121685,0.113012,0.117435,0.018973,0.122475,0.112619,0.123009,0.113307,0.126094,0.120170,0.112476,0.119695,0.119861,0.124021,0.125222,0.122423,0.118890,0.126073,0.114339,0.109580,0.123515,0.119320,0.123805,0.128790,0.116741,0.112921,0.116340,0.000000,0.119270,0.109246,0.122369,0.112826,0.127265,0.119961,0.109364,0.114944,0.119553,0.121950,0.124201,0.120855,0.117982,0.123477,0.113609,0.108801,0.122199,0.120363,0.125682,0.126369,0.116400
HAP4_chr04,0.124907,0.124415,0.118675,0.013275,0.123997,0.126668,0.127046,0.128729,0.125872,0.125174,0.122860,0.123418,0.127734,0.129102,0.125064,0.125374,0.128470,0.123784,0.121795,0.127323,0.124092,0.119796,0.128323,0.129444,0.125426,0.124461,0.125547,0.118638,0.012943,0.125001,0.127628,0.126522,0.128872,0.125701,0.127647,0.122115,0.123060,0.125452,0.128488,0.126630,0.125140,0.129186,0.122996,0.121386,0.128012,0.124037,0.119274,0.127121,0.129723,0.126017,0.123999,0.124656,0.118635,0.013651,0.122841,0.127082,0.125172,0.128483,0.125721,0.125005,0.122344,0.124240,0.129233,0.128765,0.125072,0.125258,0.128867,0.122655,0.124631,0.127289,0.123660,0.127002,0.128845,0.124787,0.124027,0.124321,0.119270,0.000000,0.124673,0.126574,0.125707,0.129076,0.126178,0.123321,0.120128,0.123389,0.128491,0.127668,0.124463,0.125086,0.128575,0.121924,0.125070,0.126358,0.124326,0.126961,0.127136,0.125143
HAP4_chr05,0.118610,0.120275,0.110251,0.126845,0.011323,0.123328,0.122795,0.127110,0.121821,0.123794,0.119658,0.121565,0.126356,0.127110,0.124291,0.120672,0.125386,0.119656,0.117320,0.123883,0.120608,0.117929,0.127800,0.129356,0.124005,0.117800,0.121178,0.110152,0.127543,0.011791,0.123791,0.121126,0.127393,0.121744,0.127279,0.119281,0.121062,0.124256,0.126073,0.124444,0.121145,0.126074,0.118712,0.116196,0.124745,0.120598,0.116470,0.125215,0.129747,0.124152,0.117450,0.120795,0.109240,0.126461,0.011345,0.123903,0.118159,0.126551,0.121761,0.123199,0.120475,0.121583,0.125695,0.126350,0.123920,0.120454,0.126533,0.117851,0.115931,0.124079,0.120147,0.125784,0.129036,0.122587,0.117317,0.119597,0.109246,0.124673,0.000000,0.123633,0.118173,0.127827,0.122397,0.120050,0.116768,0.121561,0.124156,0.125097,0.122539,0.120137,0.124089,0.117067,0.115816,0.123220,0.121878,0.126226,0.127500,0.122593
HAP4_chr06,0.123886,0.124180,0.121356,0.128358,0.123453,0.011629,0.127122,0.126539,0.124656,0.128214,0.123928,0.125068,0.128459,0.129223,0.125801,0.124350,0.128488,0.123600,0.121464,0.127507,0.125020,0.122090,0.129650,0.131145,0.127851,0.123039,0.124511,0.121502,0.129114,0.123693,0.010772,0.125584,0.129199,0.125497,0.129289,0.122997,0.124852,0.127328,0.129278,0.127595,0.124886,0.129202,0.122795,0.121039,0.128111,0.124944,0.121417,0.127918,0.130424,0.127507,0.122473,0.124440,0.121608,0.129173,0.123176,0.010712,0.124471,0.128313,0.125145,0.127051,0.124390,0.125306,0.129472,0.128551,0.126241,0.124805,0.129367,0.121774,0.122732,0.127637,0.124964,0.127375,0.130060,0.126388,0.122880,0.123478,0.122369,0.126574,0.123633,0.000000,0.124451,0.129339,0.125608,0.126326,0.120999,0.124642,0.128156,0.128813,0.124919,0.123862,0.128501,0.121184,0.122342,0.126646,0.125335,0.127640,0.128734,0.127278
HAP4_chr07,0.120207,0.120400,0.113758,0.127259,0.118386,0.124653,0.016285,0.129516,0.121784,0.128043,0.121271,0.122045,0.127331,0.127965,0.124296,0.122918,0.127397,0.120553,0.117803,0.125657,0.122912,0.118551,0.129689,0.129789,0.126778,0.118593,0.121941,0.112869,0.128334,0.118369,0.125512,0.014132,0.128590,0.122651,0.129212,0.119680,0.121895,0.125006,0.126176,0.126282,0.122355,0.127840,0.119617,0.117259,0.125826,0.121781,0.117852,0.126637,0.130647,0.125452,0.117652,0.121615,0.112174,0.128014,0.117629,0.125400,0.011678,0.127814,0.121829,0.126631,0.121924,0.122123,0.127646,0.128025,0.124639,0.122584,0.128871,0.118264,0.116116,0.125578,0.122828,0.126424,0.130097,0.125086,0.114500,0.120581,0.112826,0.125707,0.118173,0.124451,0.000000,0.128857,0.122596,0.124819,0.117830,0.122416,0.125853,0.126077,0.122556,0.121481,0.127131,0.117763,0.116138,0.124907,0.123151,0.127063,0.128427,0.125376
HAP4_chr08,0.127162,0.127449,0.125441,0.129737,0.126433,0.128765,0.129839,0.013661,0.127963,0.129157,0.126073,0.126375,0.130371,0.130106,0.128287,0.127886,0.130162,0.126841,0.124400,0.128573,0.127286,0.124998,0.130771,0.131006,0.128466,0.126081,0.127515,0.125599,0.130813,0.126790,0.129479,0.128903,0.012633,0.127963,0.130594,0.125102,0.125828,0.129262,0.130508,0.127852,0.128548,0.130789,0.126474,0.123616,0.128955,0.126431,0.123716,0.129629,0.132396,0.126657,0.126436,0.126785,0.126484,0.130061,0.126350,0.129423,0.127449,0.013194,0.127797,0.129145,0.125549,0.127131,0.130503,0.129878,0.127035,0.127460,0.130839,0.125817,0.127717,0.128699,0.126777,0.128785,0.132048,0.127274,0.126426,0.126359,0.127265,0.129076,0.127827,0.129339,0.128857,0.000000,0.128305,0.128133,0.123644,0.126856,0.130282,0.129140,0.126528,0.127461,0.129750,0.125314,0.127282,0.127849,0.126842,0.130335,0.130145,0.128464
HAP4_chr09,0.122455,0.124253,0.119447,0.128328,0.122352,0.125295,0.124770,0.128575,0.012297,0.127752,0.123093,0.123184,0.128259,0.128154,0.125610,0.124127,0.127925,0.122759,0.119033,0.126504,0.123625,0.120430,0.129714,0.130350,0.127807,0.121437,0.124328,0.119782,0.128375,0.122165,0.126330,0.123316,0.128377,0.010985,0.128996,0.122086,0.123071,0.126806,0.126989,0.127179,0.123334,0.128490,0.122195,0.119524,0.126247,0.123868,0.119356,0.126399,0.129553,0.124611,0.121396,0.124313,0.119114,0.128477,0.122262,0.125794,0.123137,0.128246,0.010407,0.127044,0.122777,0.123864,0.127658,0.127852,0.125131,0.124153,0.128827,0.120666,0.120849,0.125499,0.124790,0.126748,0.129472,0.126070,0.122043,0.123476,0.119961,0.126178,0.122397,0.125608,0.122596,0.128305,0.000000,0.125707,0.119462,0.123244,0.127716,0.127968,0.124140,0.122577,0.127935,0.120555,0.120512,0.125304,0.125423,0.127563,0.127746,0.125434
HAP4_chr10,0.123514,0.124450,0.109613,0.124435,0.123175,0.125705,0.126350,0.127968,0.125318,0.012737,0.122900,0.123508,0.125682,0.128171,0.124776,0.124728,0.127601,0.122261,0.121554,0.126439,0.124097,0.119752,0.127908,0.129842,0.123283,0.123375,0.124534,0.110505,0.125658,0.123980,0.126882,0.126394,0.127307,0.125010,0.012700,0.122603,0.123104,0.123767,0.127352,0.125414,0.124622,0.128360,0.122530,0.120635,0.127473,0.123410,0.119333,0.126575,0.130051,0.124768,0.123133,0.124023,0.108893,0.125510,0.122486,0.126673,0.124211,0.127367,0.124591,0.014147,0.123258,0.123628,0.127427,0.127708,0.125015,0.124857,0.128411,0.121440,0.123402,0.126848,0.123779,0.126170,0.129580,0.121568,0.122276,0.123783,0.109364,0.123321,0.120050,0.126326,0.124819,0.128133,0.125707,0.000000,0.120662,0.123549,0.126511,0.127297,0.123778,0.124465,0.127758,0.121249,0.123411,0.125882,0.124112,0.127101,0.127626,0.121692
HAP4_chr11,0.117546,0.118443,0.114709,0.121409,0.117317,0.120570,0.121112,0.124410,0.119481,0.122673,0.034983,0.117657,0.123470,0.123615,0.120125,0.118925,0.123056,0.117798,0.113909,0.120807,0.117870,0.115471,0.123545,0.124359,0.121843,0.116591,0.118268,0.114630,0.122616,0.117118,0.121952,0.118959,0.123909,0.119715,0.123782,0.034982,0.117565,0.121073,0.121510,0.120487,0.118663,0.123696,0.117262,0.114070,0.121933,0.118627,0.115195,0.121364,0.125485,0.120562,0.116852,0.118559,0.114660,0.122209,0.116109,0.121686,0.117517,0.122701,0.118963,0.121368,0.035378,0.117882,0.123219,0.121758,0.119186,0.118247,0.123957,0.116566,0.116253,0.120395,0.117737,0.121932,0.124214,0.120392,0.116835,0.117636,0.114944,0.120128,0.116768,0.120999,0.117830,0.123644,0.119462,0.120662,0.000000,0.118297,0.122777,0.121593,0.118595,0.118241,0.121854,0.115762,0.115875,0.119920,0.119438,0.121173,0.122925,0.120329
HAP4_chr12,0.120708,0.122468,0.118940,0.124114,0.121136,0.123907,0.125345,0.127009,0.123068,0.126049,0.120949,0.012179,0.126675,0.126537,0.123921,0.122044,0.125935,0.120572,0.118648,0.123790,0.121735,0.118550,0.127609,0.127556,0.124698,0.119713,0.122405,0.118857,0.125979,0.121437,0.124834,0.122981,0.126682,0.122570,0.127071,0.120106,0.012529,0.124702,0.126163,0.123751,0.122809,0.126771,0.119782,0.118380,0.125145,0.121453,0.118692,0.125523,0.128037,0.123256,0.120671,0.122565,0.119590,0.125495,0.120838,0.124548,0.121660,0.126310,0.122289,0.124944,0.121392,0.011416,0.126577,0.126477,0.123615,0.122131,0.125777,0.119500,0.120883,0.124425,0.121502,0.124856,0.128350,0.123102,0.120674,0.121455,0.119553,0.123389,0.121561,0.124642,0.122416,0.126856,0.123244,0.123549,0.118297,0.000000,0.125241,0.125953,0.122158,0.121861,0.124509,0.119135,0.121376,0.123123,0.122433,0.126144,0.125814,0.124108
HAP4_chr13,0.125582,0.126301,0.121610,0.129360,0.125028,0.127323,0.128662,0.130964,0.127432,0.128665,0.125279,0.125518,0.013352,0.129792,0.127587,0.126605,0.129308,0.125308,0.123823,0.127766,0.126689,0.123667,0.130456,0.131078,0.124242,0.124727,0.126550,0.121089,0.129812,0.124032,0.128424,0.127315,0.130137,0.126556,0.129947,0.125431,0.125610,0.013500,0.128960,0.128337,0.127172,0.129357,0.125165,0.122947,0.128211,0.126251,0.122691,0.128641,0.132345,0.125723,0.124656,0.125809,0.122075,0.127414,0.124924,0.128168,0.125688,0.129629,0.127267,0.127287,0.125577,0.126464,0.010614,0.128765,0.128138,0.126861,0.127605,0.124356,0.125765,0.128083,0.125715,0.128818,0.131097,0.123939,0.124484,0.125971,0.121950,0.128491,0.124156,0.128156,0.125853,0.130282,0.127716,0.126511,0.122777,0.125241,0.000000,0.129136,0.126599,0.127006,0.125717,0.123531,0.124786,0.126529,0.126368,0.129653,0.129175,0.124333
HAP4_chr14,0.125453,0.125811,0.124183,0.127997,0.124843,0.128207,0.128670,0.129854,0.127303,0.129217,0.123604,0.126466,0.129825,0.012454,0.126240,0.126277,0.129644,0.124628,0.123419,0.128624,0.125230,0.122721,0.131025,0.130851,0.126974,0.124856,0.125914,0.123264,0.129361,0.125348,0.129258,0.128124,0.129337,0.126633,0.129541,0.123120,0.126402,0.127463,0.013358,0.127606,0.126629,0.130254,0.125088,0.122542,0.128251,0.124647,0.121860,0.128591,0.131930,0.126757,0.124776,0.125828,0.124386,0.128969,0.125192,0.127942,0.126409,0.128648,0.127351,0.128156,0.124075,0.126869,0.127630,0.012633,0.127269,0.126878,0.130534,0.124639,0.126374,0.128919,0.126131,0.128730,0.131865,0.126292,0.125375,0.124528,0.124201,0.127668,0.125097,0.128813,0.126077,0.129140,0.127968,0.127297,0.121593,0.125953,0.129136,0.000000,0.125843,0.125788,0.128628,0.123666,0.125759,0.128637,0.126315,0.129085,0.129181,0.125835
HAP4_chr15,0.121437,0.122617,0.120094,0.125661,0.121938,0.124836,0.120959,0.126876,0.123979,0.125849,0.120664,0.122122,0.126474,0.126568,0.015036,0.123073,0.126780,0.121607,0.118785,0.124463,0.122655,0.117715,0.127263,0.127961,0.123301,0.120663,0.123071,0.120056,0.126761,0.122335,0.125774,0.124405,0.126466,0.124019,0.126962,0.120115,0.122949,0.124520,0.125914,0.013119,0.123126,0.126111,0.120996,0.118486,0.125750,0.121553,0.117303,0.124567,0.128982,0.122609,0.120472,0.121986,0.119877,0.126235,0.121984,0.125009,0.122853,0.126525,0.124089,0.124934,0.118972,0.122606,0.127290,0.126555,0.013108,0.123087,0.127851,0.120631,0.122103,0.124292,0.121989,0.124963,0.127718,0.123247,0.119839,0.122485,0.120855,0.124463,0.122539,0.124919,0.122556,0.126528,0.124140,0.123778,0.118595,0.122158,0.126599,0.125843,0.000000,0.122560,0.124879,0.119244,0.121580,0.123558,0.120969,0.125534,0.125960,0.123068
HAP4_chr16,0.120795,0.121001,0.117632,0.125831,0.120943,0.123815,0.124181,0.128035,0.122140,0.126863,0.120259,0.121546,0.126509,0.127515,0.123719,0.012178,0.124633,0.120506,0.118417,0.123713,0.121108,0.118525,0.127590,0.128895,0.124951,0.119215,0.121369,0.118376,0.126860,0.120705,0.125374,0.122523,0.126966,0.122689,0.128414,0.120907,0.121799,0.124667,0.124919,0.124065,0.010942,0.124804,0.119401,0.117918,0.124770,0.121385,0.118314,0.125428,0.128581,0.123325,0.119400,0.121089,0.117709,0.127176,0.120316,0.124726,0.121470,0.126746,0.122829,0.125839,0.121062,0.121913,0.126948,0.126902,0.123429,0.011485,0.125371,0.119010,0.119576,0.124947,0.121480,0.126092,0.128272,0.124946,0.119681,0.120613,0.117982,0.125086,0.120137,0.123862,0.121481,0.127461,0.122577,0.124465,0.118241,0.121861,0.127006,0.125788,0.122560,0.000000,0.125184,0.117831,0.118954,0.124697,0.122122,0.126007,0.125885,0.124198
HAP4_chr17,0.124194,0.125931,0.123455,0.128874,0.125321,0.128319,0.129479,0.130414,0.127461,0.129309,0.124094,0.125481,0.129570,0.129637,0.127019,0.125522,0.013009,0.124068,0.122512,0.126550,0.125147,0.122762,0.129206,0.130628,0.127206,0.123991,0.126325,0.121962,0.130114,0.124867,0.128970,0.127975,0.129412,0.127416,0.129917,0.123913,0.125354,0.127875,0.130219,0.126315,0.126460,0.012711,0.122989,0.122344,0.127754,0.124606,0.122562,0.127952,0.130782,0.127052,0.124738,0.126280,0.122953,0.126709,0.124973,0.128761,0.126841,0.128973,0.127286,0.127418,0.124710,0.125552,0.126719,0.129626,0.127064,0.125673,0.010762,0.124202,0.125465,0.127681,0.124261,0.127945,0.130794,0.126367,0.124480,0.124516,0.123477,0.128575,0.124089,0.128501,0.127131,0.129750,0.127935,0.127758,0.121854,0.124509,0.125717,0.128628,0.124879,0.125184,0.000000,0.123960,0.124870,0.126844,0.126248,0.129168,0.129463,0.127207
HAP4_chr18,0.118186,0.118421,0.112771,0.123371,0.117642,0.120988,0.121468,0.125348,0.119757,0.122944,0.119248,0.119308,0.125179,0.124778,0.121201,0.119247,0.123926,0.014258,0.116275,0.122969,0.119086,0.115500,0.124725,0.126124,0.123185,0.117244,0.118814,0.113699,0.123642,0.117350,0.122604,0.119119,0.124675,0.119596,0.124978,0.118678,0.119392,0.122842,0.123434,0.122855,0.119177,0.124387,0.012255,0.115102,0.123866,0.118983,0.114368,0.122623,0.126338,0.121826,0.116446,0.118987,0.113303,0.124616,0.117116,0.122539,0.117132,0.124132,0.119946,0.121643,0.118732,0.119524,0.125037,0.123554,0.121327,0.118017,0.125111,0.012395,0.116031,0.122830,0.119060,0.123067,0.125079,0.121170,0.116759,0.117736,0.113609,0.121924,0.117067,0.121184,0.117763,0.125314,0.120555,0.121249,0.115762,0.119135,0.123531,0.123666,0.119244,0.117831,0.123960,0.000000,0.115556,0.122456,0.120015,0.123322,0.123799,0.121243
HAP4_chr19,0.117265,0.118897,0.110088,0.127608,0.115851,0.123224,0.122231,0.127989,0.120620,0.125977,0.120389,0.121695,0.125759,0.127470,0.123893,0.120466,0.126158,0.119478,0.054450,0.125139,0.122608,0.053062,0.128505,0.129919,0.126079,0.115673,0.120069,0.109440,0.127803,0.115608,0.123753,0.119082,0.127190,0.120552,0.128796,0.119619,0.121173,0.124436,0.125229,0.124941,0.120510,0.127152,0.117920,0.053098,0.125794,0.121751,0.052291,0.125458,0.130608,0.124214,0.115035,0.119171,0.109218,0.127919,0.115680,0.123948,0.116950,0.126847,0.120410,0.124471,0.120183,0.122097,0.126210,0.126398,0.123265,0.120068,0.126967,0.116942,0.006061,0.122270,0.122175,0.125934,0.129561,0.123182,0.115183,0.118669,0.108801,0.125070,0.115816,0.122342,0.116138,0.127282,0.120512,0.123411,0.115875,0.121376,0.124786,0.125759,0.121580,0.118954,0.124870,0.115556,0.000000,0.121763,0.122151,0.126717,0.127666,0.124279
HAP4_chr20,0.123267,0.124243,0.122791,0.128201,0.123151,0.126525,0.126792,0.128548,0.123889,0.127171,0.122646,0.122958,0.127948,0.127944,0.125438,0.124924,0.127931,0.123800,0.120718,0.012360,0.123839,0.121712,0.127989,0.128912,0.125325,0.122663,0.124277,0.122127,0.128232,0.123470,0.126517,0.125762,0.127444,0.125219,0.128262,0.122193,0.123931,0.126486,0.127662,0.125407,0.125022,0.128231,0.123039,0.120118,0.011714,0.124470,0.120767,0.126491,0.129727,0.124934,0.122446,0.124478,0.122024,0.128126,0.123147,0.126957,0.123860,0.127674,0.125062,0.125652,0.122802,0.124305,0.128345,0.128273,0.125098,0.124877,0.128324,0.122073,0.123588,0.011581,0.123788,0.126019,0.129126,0.124540,0.122260,0.124115,0.122199,0.126358,0.123220,0.126646,0.124907,0.127849,0.125304,0.125882,0.119920,0.123123,0.126529,0.128637,0.123558,0.124697,0.126844,0.122456,0.121763,0.000000,0.124664,0.126373,0.126416,0.125328
HAP4_chr21,0.120694,0.122166,0.119153,0.125548,0.122243,0.124714,0.125919,0.127955,0.123442,0.126923,0.120777,0.121955,0.126625,0.127294,0.123896,0.122080,0.125689,0.121387,0.119625,0.124136,0.014516,0.119413,0.127477,0.128252,0.124226,0.120380,0.122870,0.119232,0.127039,0.122297,0.125899,0.124554,0.127255,0.124200,0.127453,0.121091,0.122576,0.124883,0.126329,0.123144,0.122976,0.127216,0.120785,0.119475,0.125479,0.014657,0.118837,0.125103,0.128746,0.124091,0.120483,0.122954,0.119928,0.126438,0.121694,0.125624,0.122715,0.126986,0.123786,0.124322,0.121598,0.121979,0.127189,0.126375,0.121929,0.123073,0.126931,0.120476,0.122446,0.125642,0.013340,0.125227,0.128472,0.123620,0.120348,0.121974,0.120363,0.124326,0.121878,0.125335,0.123151,0.126842,0.125423,0.124112,0.119438,0.122433,0.126368,0.126315,0.120969,0.122122,0.126248,0.120015,0.122151,0.124664,0.000000,0.125901,0.125564,0.124912
HAP4_chr23,0.125491,0.126542,0.124570,0.127700,0.125809,0.127356,0.128600,0.130103,0.126836,0.128206,0.124292,0.125374,0.129228,0.129660,0.126342,0.126811,0.128730,0.125032,0.122966,0.127438,0.125349,0.122469,0.012535,0.131235,0.127664,0.124811,0.125899,0.125036,0.128651,0.126155,0.128430,0.127667,0.129184,0.127453,0.129626,0.123707,0.125741,0.128650,0.128928,0.127547,0.126670,0.129465,0.124539,0.122569,0.128306,0.125665,0.122106,0.012255,0.131233,0.126842,0.125341,0.126557,0.124647,0.129196,0.125866,0.128588,0.126695,0.129031,0.127009,0.128190,0.124573,0.126246,0.130183,0.129490,0.126442,0.126791,0.129599,0.124182,0.126821,0.126163,0.124908,0.011963,0.130128,0.127040,0.124968,0.125852,0.125682,0.126961,0.126226,0.127640,0.127063,0.130335,0.127563,0.127101,0.121173,0.126144,0.129653,0.129085,0.125534,0.126007,0.129168,0.123322,0.126717,0.126373,0.125901,0.000000,0.127932,0.126833
HAP4_chr24,0.125715,0.126116,0.125803,0.127924,0.126407,0.127974,0.129111,0.130289,0.126624,0.128854,0.123906,0.125250,0.129709,0.129280,0.127008,0.126429,0.128618,0.124133,0.122745,0.128119,0.125021,0.123624,0.129027,0.014624,0.126981,0.125407,0.126459,0.126980,0.128753,0.126773,0.128153,0.128256,0.129906,0.126718,0.130204,0.123541,0.125299,0.128643,0.129298,0.127589,0.126649,0.129186,0.124692,0.122607,0.129058,0.124703,0.122674,0.127772,0.014420,0.126870,0.125585,0.126897,0.127118,0.129392,0.126189,0.128994,0.126735,0.129590,0.126956,0.128091,0.124165,0.126110,0.130248,0.129022,0.126679,0.126179,0.130095,0.124886,0.127696,0.127818,0.124417,0.127245,0.014054,0.126732,0.125971,0.125689,0.126369,0.127136,0.127500,0.128734,0.128427,0.130145,0.127746,0.127626,0.122925,0.125814,0.129175,0.129181,0.125960,0.125885,0.129463,0.123799,0.127666,0.126416,0.125564,0.127932,0.000000,0.126457
HAP4_chr25,0.123988,0.124468,0.114963,0.125051,0.124358,0.126413,0.125894,0.129274,0.125135,0.122842,0.121173,0.123847,0.128250,0.127648,0.125738,0.125393,0.126928,0.123298,0.121432,0.126024,0.123819,0.117462,0.127990,0.128502,0.013387,0.122292,0.124870,0.116817,0.125676,0.124231,0.127075,0.125353,0.127939,0.123464,0.126814,0.121510,0.124092,0.123493,0.114279,0.125737,0.125664,0.128170,0.123054,0.120994,0.126682,0.122633,0.116731,0.126031,0.128547,0.015094,0.123722,0.124161,0.116627,0.126158,0.123722,0.127615,0.124214,0.128340,0.124767,0.123803,0.122055,0.124125,0.128009,0.127289,0.124670,0.125226,0.128049,0.122932,0.124889,0.126281,0.123820,0.125925,0.128935,0.015338,0.123007,0.124091,0.116400,0.125143,0.122593,0.127278,0.125376,0.128464,0.125434,0.121692,0.120329,0.124108,0.124333,0.125835,0.123068,0.124198,0.127207,0.121243,0.124279,0.125328,0.124912,0.126833,0.126457,0.000000
